-1.037250304216393720e-02,-2.202564705098920272e-01,5.121653714263169066e-02,-1.098664472264262448e-01,-1.297144420836824352e-01,1.881778167150124048e+01,1.429302284708683091e-01
6.907540310544327267e-02,-4.252482168802470403e-02,4.880001852483819569e-01,-1.099365280219872787e-01,-2.045436565808491369e-01,4.773492169767400151e-02,4.566677880960712255e-01
-4.529409833344794079e-03,-9.860509056294028407e-02,4.459235794902660643e-02,-7.326660512498481270e-02,1.892323426622442573e-01,7.189140637860719218e-02,2.717718361806311655e-01
-5.756712648959222065e-03,-1.976175470465698358e-01,2.024233787275020457e-02,-1.112716732339356085e-01,1.428432676545968727e-01,1.528109377036057559e+01,1.489652271791112870e-01
-1.035393200162737157e-02,-1.696407739146764126e-01,2.088362144715234098e-02,-9.773943381553379384e-02,1.897418173689951471e-01,1.086251707848091108e+01,1.794996670518943516e-01
-1.037287403648952389e-02,-1.372471015158447383e-01,2.024089358217974477e-02,-1.856974335311335766e-01,2.159572086409991820e-01,7.210600707037750468e+00,2.131083913860521428e-01
-3.545501205856702292e-03,-2.037297367304994056e-01,5.121653714263169066e-02,-1.916024865725506066e-01,5.213753788525897492e-02,1.685926022113773115e+01,1.487309609741039318e-01
-1.037287403648952389e-02,-1.554036217604472525e-01,2.088362144715234098e-02,-1.669748334130024547e-01,1.614925615399941394e-01,9.592240897562232860e+00,1.908029215772821530e-01
-3.545501205856702292e-03,-2.037297367304994056e-01,3.371303767619431707e-02,-1.916024865725506066e-01,5.213753788525897492e-02,1.719081273070738902e+01,1.459872927112987051e-01
-4.499079663779738218e-03,-1.600531680303582949e-01,2.087960785345471804e-02,-4.560186246061137538e-03,2.276514310991785972e-01,8.222282838802849270e+00,2.020703630257093819e-01
-1.037287403648952389e-02,-1.561619002120224198e-01,2.024554647706615015e-02,-8.116633306992487862e-02,2.158419717406681038e-01,8.704587878287936675e+00,1.966989436601830066e-01
-4.553101470667146253e-03,-1.836624921088176043e-01,2.024233787275020457e-02,-8.993109936623264189e-03,1.888643096765414142e-01,1.180410824223065092e+01,1.755506718246710451e-01
-1.029881574220561924e-02,-2.202564705098920272e-01,5.124470477462540058e-02,-7.330278598937535472e-02,-1.275146751289125413e-01,1.830047834656778960e+01,1.430061146347791079e-01
-1.037287403648952389e-02,-1.600531680303582949e-01,2.087960785345471804e-02,-9.459876250131799003e-02,1.772654839254804993e-01,9.367646443539104695e+00,1.924391830326423747e-01
-1.035393200162737157e-02,-1.704186847283964412e-01,2.088362144715234098e-02,-9.773943381553379384e-02,1.897096690469335101e-01,1.097917689443667122e+01,1.785469602224395158e-01
-2.896224871823718794e-02,-1.878653509336776772e-01,2.024233787275020457e-02,-1.538028339734199834e-01,9.007310230769405290e-02,1.397744291690516505e+01,1.548925896131349011e-01
-1.037287403648952389e-02,-1.851002479111588384e-01,-4.153717991899341655e-04,-8.993109936623264189e-03,1.474920396098323150e-01,1.218680435889524816e+01,1.738546848754156937e-01
-1.043450759183612263e-02,-1.976175470465698358e-01,2.024233787275020457e-02,-7.327549820300442718e-02,1.428432676545968727e-01,1.469805762146137340e+01,1.513077089497218974e-01
